userid,gender,age,occupation,zipcode,age_desc,occ_desc
675,M,25,20,2048,25-34,writer
676,M,18,16,55129,18-24,self-employed
677,M,50,2,94122,50-55,artist
678,M,25,0,34952,25-34,other or not specified
679,M,35,16,29681,35-44,self-employed
680,M,25,12,37013,25-34,programmer
681,M,35,7,30501,35-44,executive/managerial
682,M,25,4,27510,25-34,college/grad student
683,M,25,4,27514,25-34,college/grad student
684,M,25,4,27510,25-34,college/grad student
685,M,25,4,27514,25-34,college/grad student
686,M,18,4,27514,18-24,college/grad student
687,F,25,7,14136,25-34,executive/managerial
688,M,56,13,13407,56+,retired
689,F,50,0,48103,50-55,other or not specified
690,M,25,12,90717,25-34,programmer
691,M,35,11,96813,35-44,lawyer
692,F,25,0,85207,25-34,other or not specified
693,M,35,12,98103,35-44,programmer
694,M,18,4,76401,18-24,college/grad student
695,F,18,1,4240,18-24,academic/educator
696,M,25,12,94114,25-34,programmer
697,F,50,6,97330,50-55,doctor/health care
698,M,18,4,76401,18-24,college/grad student
699,M,18,0,73505,18-24,other or not specified
700,M,50,17,14650,50-55,technician/engineer
701,F,18,4,1002,18-24,college/grad student
702,M,35,7,90808,35-44,executive/managerial
703,F,56,1,44074,56+,academic/educator
704,F,35,8,85712,35-44,farmer
705,M,25,4,48065,25-34,college/grad student
706,M,35,20,78664,35-44,writer
707,M,35,7,17740,35-44,executive/managerial
708,M,25,0,37042,25-34,other or not specified
709,M,18,0,92647,18-24,other or not specified
710,M,25,20,85207,25-34,writer
711,M,25,18,80521,25-34,tradesman/craftsman
712,M,25,0,95136,25-34,other or not specified
713,M,35,7,79912,35-44,executive/managerial
714,M,18,4,76013,18-24,college/grad student
715,M,18,0,53715,18-24,other or not specified
716,M,18,4,98188,18-24,college/grad student
717,M,25,11,90211,25-34,lawyer
718,M,18,2,90211,18-24,artist
719,M,1,0,75070,Under 18,other or not specified
720,M,18,0,55129,18-24,other or not specified
721,F,35,9,97520,35-44,homemaker
722,M,25,12,55106,25-34,programmer
723,M,25,12,98027,25-34,programmer
724,M,50,13,90266,50-55,retired
725,M,56,11,8904,56+,lawyer
726,F,25,9,77449,25-34,homemaker
727,M,35,11,94061,35-44,lawyer
728,M,25,6,11598,25-34,doctor/health care
729,M,35,12,85284,35-44,programmer
730,M,25,0,10580,25-34,other or not specified
731,M,45,3,55410,45-49,clerical/admin
732,M,25,7,7030,25-34,executive/managerial
733,M,35,16,30034,35-44,self-employed
734,M,25,7,90078,25-34,executive/managerial
735,M,25,14,4240,25-34,sales/marketing
736,M,18,12,7070,18-24,programmer
737,M,1,19,53711,Under 18,unemployed
738,M,18,17,99205,18-24,technician/engineer
739,M,35,12,55803,35-44,programmer
740,M,25,14,24551,25-34,sales/marketing
741,M,25,5,44095,25-34,customer service
742,M,18,0,54758,18-24,other or not specified
743,F,1,2,60660,Under 18,artist
744,M,25,17,77007,25-34,technician/engineer
745,M,1,10,90004,Under 18,K-12 student
746,F,18,19,95019,18-24,unemployed
747,M,18,4,98606,18-24,college/grad student
748,M,25,0,60098,25-34,other or not specified
749,M,35,18,56303,35-44,tradesman/craftsman
750,F,35,9,13066,35-44,homemaker
751,F,25,17,97201,25-34,technician/engineer
752,F,25,3,97401,25-34,clerical/admin
753,M,1,10,42754,Under 18,K-12 student
754,M,35,7,38024,35-44,executive/managerial
755,F,35,0,94002,35-44,other or not specified
756,M,35,0,90064,35-44,other or not specified
757,M,25,12,97401,25-34,programmer
758,M,35,7,19518,35-44,executive/managerial
759,F,56,3,89156,56+,clerical/admin
760,M,56,15,94114,56+,scientist
761,M,18,7,99945,18-24,executive/managerial
762,M,1,10,63041,Under 18,K-12 student
763,M,18,10,2882,18-24,K-12 student
764,M,18,20,85296,18-24,writer
765,M,25,17,74467,25-34,technician/engineer
766,F,25,7,95128,25-34,executive/managerial
767,M,25,12,45241,25-34,programmer
768,M,25,12,17067,25-34,programmer
769,M,45,17,2421,45-49,technician/engineer
770,M,18,4,98499,18-24,college/grad student
771,F,50,1,75087,50-55,academic/educator
772,M,18,12,89118,18-24,programmer
773,M,25,6,48108,25-34,doctor/health care
774,M,18,4,22903,18-24,college/grad student
775,M,1,17,56258,Under 18,technician/engineer
776,F,25,3,92627,25-34,clerical/admin
777,M,18,19,87543,18-24,unemployed
778,M,18,17,32694,18-24,technician/engineer
779,M,25,0,60156,25-34,other or not specified
780,M,25,17,91776,25-34,technician/engineer
781,M,18,4,95076,18-24,college/grad student
782,M,56,1,28223,56+,academic/educator
783,M,25,4,53703,25-34,college/grad student
784,M,18,0,11040,18-24,other or not specified
785,M,18,19,29307,18-24,unemployed
786,M,25,0,55987,25-34,other or not specified
787,M,18,4,77802,18-24,college/grad student
788,M,25,0,37601,25-34,other or not specified
789,M,18,1,67212,18-24,academic/educator
790,M,25,17,45694,25-34,technician/engineer
791,M,35,7,27511,35-44,executive/managerial
792,M,25,17,1002,25-34,technician/engineer
793,F,35,14,37043,35-44,sales/marketing
794,M,50,20,10543,50-55,writer
795,F,35,14,19147,35-44,sales/marketing
796,M,50,6,98237,50-55,doctor/health care
797,F,50,7,20175,50-55,executive/managerial
798,F,25,20,48464,25-34,writer
799,F,25,5,98498,25-34,customer service
800,F,35,12,72032,35-44,programmer
801,F,25,20,95776,25-34,writer
802,M,25,16,22801,25-34,self-employed
803,M,18,4,67217,18-24,college/grad student
804,M,25,20,90032,25-34,writer
805,M,35,12,37211,35-44,programmer
806,M,35,0,34990,35-44,other or not specified
807,M,18,4,89015,18-24,college/grad student
808,M,25,7,85226,25-34,executive/managerial
809,M,25,17,70508,25-34,technician/engineer
810,M,25,12,98006,25-34,programmer
811,M,50,0,94043,50-55,other or not specified
812,M,25,6,37930,25-34,doctor/health care
813,M,18,4,70002,18-24,college/grad student
814,F,18,4,92612,18-24,college/grad student
815,M,25,4,37130,25-34,college/grad student
816,M,45,0,92108,45-49,other or not specified
817,M,18,4,41076,18-24,college/grad student
818,M,18,4,60107,18-24,college/grad student
819,M,35,7,60611,35-44,executive/managerial
820,M,35,7,78759,35-44,executive/managerial
821,M,18,2,14456,18-24,artist
822,F,25,1,7666,25-34,academic/educator
823,M,25,0,92078,25-34,other or not specified
824,M,35,12,94530,35-44,programmer
825,M,56,1,39532,56+,academic/educator
826,F,35,1,80210,35-44,academic/educator
827,M,45,2,55409,45-49,artist
828,M,18,4,70817,18-24,college/grad student
829,M,1,19,53711,Under 18,unemployed
830,M,35,7,60657,35-44,executive/managerial
831,F,45,0,20874,45-49,other or not specified
832,M,18,2,19464,18-24,artist
833,M,35,7,46825,35-44,executive/managerial
834,F,35,12,78640,35-44,programmer
835,M,56,0,94952,56+,other or not specified
836,M,25,11,10023,25-34,lawyer
837,M,56,7,8540,56+,executive/managerial
838,M,50,17,92661,50-55,technician/engineer
839,M,25,0,98103,25-34,other or not specified
840,F,25,3,2828,25-34,clerical/admin
841,F,50,14,92119,50-55,sales/marketing
842,F,18,0,55102,18-24,other or not specified
843,M,25,7,49321,25-34,executive/managerial
844,M,25,0,92121,25-34,other or not specified
845,F,18,0,20009,18-24,other or not specified
846,M,25,5,80209,25-34,customer service
847,F,25,7,80228,25-34,executive/managerial
848,M,25,15,94121,25-34,scientist
849,M,25,3,75006,25-34,clerical/admin
850,M,35,0,60640,35-44,other or not specified
851,M,18,4,75287,18-24,college/grad student
852,M,25,5,92105,25-34,customer service
853,M,25,17,55447,25-34,technician/engineer
854,F,25,16,44092,25-34,self-employed
855,F,18,2,72701,18-24,artist
856,F,45,6,2453,45-49,doctor/health care
857,M,35,17,11701,35-44,technician/engineer
858,M,35,14,10013,35-44,sales/marketing
859,M,25,12,10128,25-34,programmer
860,M,18,0,78237,18-24,other or not specified
861,M,25,7,37027,25-34,executive/managerial
862,M,35,7,10019,35-44,executive/managerial
863,M,25,7,62522,25-34,executive/managerial
864,F,25,0,97205,25-34,other or not specified
865,M,35,1,91711,35-44,academic/educator
866,M,1,10,8820,Under 18,K-12 student
867,M,45,12,95814,45-49,programmer
868,M,50,17,01702-7224,50-55,technician/engineer
869,M,18,20,92026,18-24,writer
870,F,25,1,2144,25-34,academic/educator
871,M,1,10,76013,Under 18,K-12 student
872,M,50,1,20815,50-55,academic/educator
873,M,56,6,19027,56+,doctor/health care
874,M,45,15,26105,45-49,scientist
875,M,1,10,94707,Under 18,K-12 student
876,M,25,4,43202,25-34,college/grad student
877,M,25,0,90631,25-34,other or not specified
878,M,18,2,1720,18-24,artist
879,M,45,16,92018,45-49,self-employed
880,M,35,17,94114,35-44,technician/engineer
881,M,18,14,76401,18-24,sales/marketing
882,M,18,2,1720,18-24,artist
883,F,35,14,92673,35-44,sales/marketing
884,M,1,10,49454,Under 18,K-12 student
885,M,35,0,48105,35-44,other or not specified
886,F,56,0,14830,56+,other or not specified
887,F,56,16,55345,56+,self-employed
888,F,1,10,8820,Under 18,K-12 student
889,M,45,20,10024,45-49,writer
890,M,18,4,92153,18-24,college/grad student
891,M,25,1,80202,25-34,academic/educator
892,M,35,0,76031,35-44,other or not specified
893,F,50,6,85016,50-55,doctor/health care
894,M,18,4,31602,18-24,college/grad student
895,M,50,1,34683,50-55,academic/educator
896,M,18,15,94015,18-24,scientist
897,M,25,6,92130,25-34,doctor/health care
898,M,25,7,77005,25-34,executive/managerial
899,F,25,1,30605,25-34,academic/educator
900,F,56,13,90066,56+,retired
901,F,56,0,92027,56+,other or not specified
902,M,56,0,45432,56+,other or not specified
903,M,56,13,75165,56+,retired
904,M,35,20,92308,35-44,writer
905,F,45,12,28655,45-49,programmer
906,M,1,10,71106,Under 18,K-12 student
907,F,45,6,92117,45-49,doctor/health care
908,F,50,1,92103,50-55,academic/educator
909,M,45,7,92831,45-49,executive/managerial
910,F,50,0,98226,50-55,other or not specified
911,M,50,0,98226,50-55,other or not specified
912,F,35,2,91324,35-44,artist
913,M,25,0,20744-6223,25-34,other or not specified
914,F,35,9,30338,35-44,homemaker
915,M,25,7,72762,25-34,executive/managerial
916,F,25,1,92084,25-34,academic/educator
917,M,50,6,92117,50-55,doctor/health care
918,F,45,1,91901,45-49,academic/educator
919,F,35,1,92056,35-44,academic/educator
920,M,18,4,92173,18-24,college/grad student
921,M,25,17,92084,25-34,technician/engineer
922,M,56,16,48009,56+,self-employed
923,M,25,7,37212,25-34,executive/managerial
924,M,50,17,98642,50-55,technician/engineer
925,F,35,3,48073,35-44,clerical/admin
926,M,1,10,7869,Under 18,K-12 student
927,F,25,20,91105,25-34,writer
928,F,56,16,98199,56+,self-employed
929,M,25,15,53706,25-34,scientist
930,M,25,5,98380,25-34,customer service
931,F,56,1,6032,56+,academic/educator
932,F,35,6,97838,35-44,doctor/health care
933,M,45,1,49419,45-49,academic/educator
934,F,35,7,97401,35-44,executive/managerial
935,M,35,14,60538,35-44,sales/marketing
936,M,18,4,34567,18-24,college/grad student
937,M,25,15,60513,25-34,scientist
938,F,25,1,1060,25-34,academic/educator
939,F,25,20,20110-5616,25-34,writer
940,M,1,10,76240,Under 18,K-12 student
941,M,18,20,45387,18-24,writer
942,F,50,6,85716,50-55,doctor/health care
943,F,45,12,8033,45-49,programmer
944,M,35,0,91505,35-44,other or not specified
945,M,45,7,49345,45-49,executive/managerial
946,M,35,7,48103-8929,35-44,executive/managerial
947,M,18,0,21015,18-24,other or not specified
948,M,56,12,43056,56+,programmer
949,M,50,17,96753,50-55,technician/engineer
950,M,35,7,21044,35-44,executive/managerial
951,M,45,2,10009,45-49,artist
952,M,56,16,97478,56+,self-employed
953,M,50,20,97030,50-55,writer
954,F,25,0,21030,25-34,other or not specified
955,F,50,7,94941,50-55,executive/managerial
956,M,35,1,55104,35-44,academic/educator
957,M,35,1,29706,35-44,academic/educator
958,M,35,2,48116,35-44,artist
959,M,50,11,44622,50-55,lawyer
960,M,1,10,45244,Under 18,K-12 student
961,M,18,10,10016,18-24,K-12 student
962,F,25,1,80020,25-34,academic/educator
963,M,25,0,48197,25-34,other or not specified
964,M,25,7,94123,25-34,executive/managerial
965,M,56,7,10954,56+,executive/managerial
966,M,56,2,92262,56+,artist
967,F,18,0,43615,18-24,other or not specified
968,M,50,12,94530,50-55,programmer
969,F,25,11,19103,25-34,lawyer
970,M,25,0,27615,25-34,other or not specified
971,M,25,12,43615,25-34,programmer
972,M,45,1,2138,45-49,academic/educator
973,F,25,1,80026,25-34,academic/educator
974,M,35,19,94930,35-44,unemployed
975,M,35,0,98136,35-44,other or not specified
976,M,35,14,89113,35-44,sales/marketing
977,M,25,2,80110,25-34,artist
978,M,18,0,19116,18-24,other or not specified
979,M,1,10,48073,Under 18,K-12 student
980,M,25,6,92014,25-34,doctor/health care
981,M,25,20,2141,25-34,writer
982,F,25,9,92064,25-34,homemaker
983,F,25,16,99224,25-34,self-employed
984,M,50,16,92129,50-55,self-employed
985,M,25,4,32608,25-34,college/grad student
986,F,56,0,19004,56+,other or not specified
987,F,35,17,48098,35-44,technician/engineer
988,M,50,11,48823,50-55,lawyer
989,M,50,0,20706,50-55,other or not specified
990,M,18,6,10004,18-24,doctor/health care
991,F,25,9,48103,25-34,homemaker
992,F,35,3,2780,35-44,clerical/admin
993,M,25,0,45678,25-34,other or not specified
994,M,18,2,92109,18-24,artist
995,F,18,4,96803,18-24,college/grad student
996,M,25,17,98102,25-34,technician/engineer
997,M,1,19,15748,Under 18,unemployed
998,M,45,20,10019,45-49,writer
999,M,25,15,62558,25-34,scientist
1000,F,25,6,90027,25-34,doctor/health care
1001,M,25,4,90210,25-34,college/grad student
1002,M,50,11,7043,50-55,lawyer
1003,M,25,2,19320,25-34,artist
1004,M,25,3,95136,25-34,clerical/admin
1005,M,35,11,8003,35-44,lawyer
1006,M,18,4,53220,18-24,college/grad student
1007,M,50,12,1960,50-55,programmer
1008,M,35,3,77064,35-44,clerical/admin
1009,M,50,7,48315,50-55,executive/managerial
1010,M,25,0,10310,25-34,other or not specified
1011,M,25,8,92115,25-34,farmer
1012,F,35,1,30004,35-44,academic/educator
1013,M,56,13,2576,56+,retired
1014,F,45,17,3054,45-49,technician/engineer
1015,M,35,3,11220,35-44,clerical/admin
1016,M,56,16,60044,56+,self-employed
1017,M,35,0,30906,35-44,other or not specified
1018,M,18,4,95616,18-24,college/grad student
1019,M,35,1,60640,35-44,academic/educator
1020,M,18,20,93455,18-24,writer
1021,M,35,0,94559,35-44,other or not specified
1022,M,25,3,918,25-34,clerical/admin
1023,M,56,13,92675,56+,retired
1024,F,35,1,74135,35-44,academic/educator
1025,M,25,16,34677,25-34,self-employed
1026,F,45,0,19130,45-49,other or not specified
1027,M,18,4,77005,18-24,college/grad student
1028,F,45,7,3848,45-49,executive/managerial
1029,M,25,0,20015,25-34,other or not specified
1030,M,25,7,97303,25-34,executive/managerial
1031,M,35,16,19803,35-44,self-employed
1032,M,50,16,19425,50-55,self-employed
1033,M,25,5,60076,25-34,customer service
1034,F,35,1,82601,35-44,academic/educator
1035,M,18,2,15956,18-24,artist
1036,M,35,7,28036,35-44,executive/managerial
1037,M,45,7,2081,45-49,executive/managerial
1038,F,56,15,20194,56+,scientist
1039,F,35,1,2346,35-44,academic/educator
1040,M,25,11,76309,25-34,lawyer
1041,M,45,2,94306,45-49,artist
1042,M,35,5,92801,35-44,customer service
1043,F,50,11,87004,50-55,lawyer
1044,M,25,20,72701,25-34,writer
1045,F,1,10,77477,Under 18,K-12 student
1046,M,56,18,53404-1230,56+,tradesman/craftsman
1047,M,18,0,62225,18-24,other or not specified
1048,M,35,6,75225,35-44,doctor/health care
1049,M,45,14,95002,45-49,sales/marketing
1050,M,25,1,97302,25-34,academic/educator
1051,F,25,0,60513,25-34,other or not specified
1052,F,35,2,75214,35-44,artist
1053,M,35,0,18360,35-44,other or not specified
1054,M,1,10,75040,Under 18,K-12 student
1055,M,35,0,91505,35-44,other or not specified
1056,M,1,0,48133,Under 18,other or not specified
1057,M,45,17,73069,45-49,technician/engineer
1058,M,25,1,97321,25-34,academic/educator
1059,F,25,0,97213,25-34,other or not specified
1060,M,18,10,11235,18-24,K-12 student
1061,M,45,0,46060,45-49,other or not specified
1062,M,50,19,59457,50-55,unemployed
1063,M,35,7,50265,35-44,executive/managerial
1064,M,25,7,91344,25-34,executive/managerial
1065,F,25,0,94402,25-34,other or not specified
1066,M,45,12,2151,45-49,programmer
1067,M,35,12,94402,35-44,programmer
1068,F,18,4,77581,18-24,college/grad student
1069,M,25,20,98105,25-34,writer
1070,F,45,2,20036,45-49,artist
1071,M,50,16,13045,50-55,self-employed
1072,F,35,7,7601,35-44,executive/managerial
1073,F,25,6,72211,25-34,doctor/health care
1074,M,45,17,48073,45-49,technician/engineer
1075,F,25,6,60660,25-34,doctor/health care
1076,F,25,3,27606,25-34,clerical/admin
1077,M,25,3,60660,25-34,clerical/admin
1078,F,45,9,95661,45-49,homemaker
1079,M,25,7,98115,25-34,executive/managerial
1080,M,56,7,8854,56+,executive/managerial
1081,M,18,4,68144-2410,18-24,college/grad student
1082,M,45,7,48170,45-49,executive/managerial
1083,M,56,0,27705,56+,other or not specified
1084,M,1,19,3226,Under 18,unemployed
1085,M,25,7,34695,25-34,executive/managerial
1086,M,18,4,98225,18-24,college/grad student
1087,M,25,16,8826,25-34,self-employed
1088,F,1,10,98103,Under 18,K-12 student
1089,M,35,6,37853,35-44,doctor/health care
1090,M,25,7,94105,25-34,executive/managerial
1091,M,18,5,345567,18-24,customer service
1092,F,18,4,49525,18-24,college/grad student
1093,M,50,14,60504,50-55,sales/marketing
1094,F,18,0,92626,18-24,other or not specified
1095,F,56,6,8753,56+,doctor/health care
1096,M,1,10,80439,Under 18,K-12 student
1097,M,18,17,92109,18-24,technician/engineer
1098,M,35,7,94945,35-44,executive/managerial
1099,M,25,17,77059,25-34,technician/engineer
1100,M,25,0,60090,25-34,other or not specified
1101,M,35,1,6417,35-44,academic/educator
